Result,Word,Lemma,Analysis,Context
A,گوتەکانیدا,گوتە,«گوتە»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Person[psor]=3}{Number[psor]=Sing}«دا»{Clitic=Da}{AdpType=Circ},کەرکوکی لە بەشێکی تری گوتەکانیدا ئەوەشی ڕوون کردوە
A,گوتی,گوتن,«گوت»[VERB]{Subcat=Tran}{Tense=Past}{Mood=Ind}«Ø»{Person[abs]=3}{Number[abs]=Sing}«ی»{Person[erg]=3}{Number[erg]=Sing},ملازم کە خەنجەر و تفەنگی کوژراوەکەی بە دەستەوە بوو، گوتی:
A,گورزە,گورز,«گورز»[NOUN]«ە»{Clitic=DiscontinuousDem},دەبێت ئەو گورزە سەربازییانە چەکداری تیرۆریستییەکانی داعش لە سووریاش بگرێتەوە
A,گوڵان,گوڵان,«گوڵان»[PROPN]{NE=Date},گوڵان میدیا - تکایە نیشتمان ناشیرین مەکەن!
A,گوێ,گوێ,«گوێ»[NOUN],گوێ لە داواکەی ڕیاڵ مەدرید نەگیرا
A,گۆڕانکارییەکی,گۆڕانکاری,«گۆڕانکاری»[NOUN]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},بەڵام بارودۆخی سیاسی و حکومڕانی گۆڕانکارییەکی ڕیشەیی و جەوهەری بەسەردا نەهات.
A,گۆڕینی,گۆڕین,«گۆڕی»[NOUN]«ن»{Masdar}{Source=Tran}«ی»{Person[psor]=3}{Number[psor]=Sing},ئەو کاتە بیر لە گۆڕینی دەکەمەوە
A,گیانی,گیان,«گیان»[NOUN]«ی»{Person=3}{Number=Sing},کاسبکارێکی تەمەن 37 ساڵ گیانی لە دەست دا.
A,گیرۆدە,گیرۆدە,«گیرۆدە»[ADJ],دابەزینی تەمەنی گیرۆدە بوون بە ماددە سڕکەرەکان لە ئێران
A,لازیۆ,لازیۆ,«لازیۆ»[PROPN]{NE=Organ},پێکهاتی یۆڤانتۆس و لازیۆ بۆ یاری ئەمشەو ببینە
A,لاوێکی,لاو,«لاو»[ADJ]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},چەکی کڵاشینیکۆف گیانی لاوێکی 18 ساڵەی جوانڕۆیی ستاند
A,لای,لا,«لا»[NOUN]«ی»{Clitic=Izafe},هەردوو لای دانوستاندن لەسەر بەرنامە ناوکییەکەی ئێران هەوڵ دەدەن بگەنە ڕێکەوتن
A,لایەنگریی,لایەنگری,«لایەنگری»[NOUN]«ی»{Person=3}{Number=Sing},ڕائید فەهمی: ڕاپۆرتی گروپی قەیران لایەنگریی تێدایە
A,لایەنەکان,لایەن,«لایەن»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur},بەتایبەت قەیرانی ئێستای عێراق و هەوڵەکانی سەرۆک تاڵەبانی بۆ لێک نزیککردنەوەی دیدوبۆچوونی لایەنەکان
A,لە,لە,«لە»[ADP],گرووپە ئایینییەکانی لوبنان لە فتوای گرینگی ڕێبەری ئینقلاب داکۆکییان کرد
A,لەبەردەم,لەبەردەم,«لەبەردەم»[ADP],ئەنچیلۆتی لەبەردەم خوێندکارەکەی شکستی هێنا
A,لەتیف,لەتیف,«لەتیف»[PROPN]{NE=Person},لەتیف شێخ مستەفا: حکومەتی هەرێم کاربەڕێکەرە و توانای ئەنجامدانی گرێبەست و پەیماننامەی دەرەکی نییە
A,لەڕێگەی,لەڕێگەی,«لەڕێگەی»[ADP],پرۆسەی نوێکردنەوەی تۆماری دەنگدەران لەڕێگەی بەکارهێنانی پەنجەمۆری ئەلەکترۆنییەوە ئەنجام دەدرێت
A,لەسەر,لەسەر,«لەسەر»[ADP],تیڤێز لەسەر سەفەرەکەی بۆ ئەرجەنتین سزا دەدرێت
A,لەسەرخۆ,لەسەرخۆ,«لەسەرخۆ»[ADJ],لەسەرخۆ گوتی: ئانا، ئەوە تۆی ئاوا قسە دەکەیت؟
A,لەشی,لەش,«لەش»[NOUN]«ی»{Clitic=Izafe},لێکردنەوەی مووی لەشی کچان بە مۆم
A,لەق,لەق,«لەق»[ADJ],شوێنی لیندسی هەروا لەق دەبیت
A,لەگەڵ,لەگەڵ,«لەگەڵ»[ADP],مسڕ ئاستی پەیوەندی دیپلۆماسی لەگەڵ تورکیا کەمدەکاتەوە
A,لەگەڵتداین,لەگەڵ,«لەگەڵ»[ADP]«ت»{Person=2}{Number=Sing}«دا»{Clitic=Da}{AdpType=Circ}«ین»{Copula}{Person=1}{Number=Plur},، بە گیان و بە خوێن لەگەڵتداین ئەی سەرۆک 
A,لەلایەن,لەلایەن,«لەلایەن»[ADP],دواتر لەلایەن ئامینە زیکری هێرش دەکرێتە سەری
A,لەم,لەئەم,«لە»[ADP]«ئەم»[PRON]{PronType=Dem},ئەو یاریزانانەی لەم تاقیکردنەوەیەدا بەشداربوون
A,لەناو,لەناو,«لەناو»[ADP],دانیشتنی دێمۆکراتەکان، خولانەوە لەناو بازنەدا!
A,لەنێو,لەنێو,«لەنێو»[ADP],مەسەلەی مەرجەع لەنێو سوننە و شیعەدا دانراوە
A,لەنێوان,لەنێوان,«لەنێوان»[ADP],فرەژنی لەنێوان قانونی حامورابی و قانونی «احوال شخصی» هەرێمی کوردستان
A,لەو,لەئەو,«لە»[ADP]«ئەو»[ADJ],کێ ستەمکارترە لەو کەسەی کە قەدەغەی مزگەوتانی خوا دەکات
A,لەوەش,لەئەو,«لە»[ADP]«ئەو»[PRON]{PronType=Dem}«ە»{Clitic=DiscontinuousDem}«یش»{Clitic=îş},جیا لەوەش ڕووی خۆش، باوەشی گەرمی دایکانە و هیممەتی بەرزی زینەتە خاتون کارێکی کردبوو
A,لەیلا,لەیلا,«لەیلا»[PROPN]{NE=Person},شەهیدبوونی ساکینە و فیدان و لەیلا لە پاریس
A,لیبیا,لیبیا,«لیبیا»[PROPN]{NE=Location},ئەمەریکا بەتوندی ئیدانەی هێرشکردنە سەر کونسڵخانە و کوشتنی دیپلۆماتکارێکی وڵاتەکەی لە شاری بەنغازی لیبیا کرد.
A,لیژنەی,لیژنە,«لیژنە»[NOUN]«ی»{Clitic=Izafe},لیژنەی ناوچەی بلژیکای پارتی دێموکراتی کوردستان
A,لیستی,لیست,«لیست»[NOUN]«ی»{Clitic=Izafe},لیستی هاوپەیمانیی کوردستان یەکەم شەهیدی لە کەرکوک دا
A,لیڤەرپوڵ,لیڤەرپوول,«لیڤەرپوول»{NS}[PROPN]{NE=Organ},نزیکبوون لە گواستنەوەی فرناندۆ تۆرێسی ئەو کاتەی لە یانەی لیڤەرپوڵ بوو
A,لێ,لێ,«لێ»[ADP],هیچ کووچە و کۆڵانێک نەماوە خێزانی عەرەبی لێ نەبێت
A,لێپرسراوی,لێپرسین,«لێ»«پرسرا»[ADJ]«وو»{PP}{Compound}«ی»{Clitic=Izafe},لێپرسراوی ناوچەی خورماتوو بۆ خەبات:
A,لێپرسینەوە,لێپرسین,«لێ»«پرسی»[NOUN]«ن»«ەوە»{Masdar}{Compound},مەبەستمانە ئەمساڵ ببێتە ساڵی لێپرسینەوە
A,لێرەدا,لەئێرە,«لە»[ADP]«ئێرە»[NOUN]«دا»{Clitic=Da}{AdpType=Circ},ئالان عومەر لە چەند شارێکی نەرویج نەورۆز پیرۆز دەکات ژنان لێرەدا دەنووسن
A,لێک,لەیەک,«لە»[ADP]«یەک»[PRON],هەوڵ بدە خۆت لێک بدەیتەوە، هەتاکو ئەوەی بزانیت
A,لێی,لێ,«لێ»[ADP]«ی»{Person=3}{Number=Sing},ئەو زوڵمەی لێی کراوە
A,لێیان,لێ,«لێ»[ADP]«یان»{Person=3}{Number=Plur},لێیان گەڕێن
A,ماتۆڕ,ماتۆڕ,«ماتۆڕ»[NOUN],پلاکی ماتۆڕ و ماشێنەکەی خۆشیان شێواندبێ
A,ماددە,ماددە,«ماددە»[NOUN]«ە»{Clitic=Izafe},سەوداکردن و بڵاوکردنەوەی ماددە هۆشبەرەکان لەلایەن ئیدارەی ئیتلاعاتی کامیارانەوە پەرەی سەندووە
A,مادەی,ماددە,«ماددە»{NS}[NOUN]«ی»{Clitic=Izafe},چوونە سەر ڕێگای ماشێنەکانی هەڵگری بەرد و مادەی مەعدەنییەکان
A,مادی,ماددی,«ماددی»{NS}[ADJ],حکومەت پابەند دەکەین بە هاوکاریی مادی بۆ بواری کشتوکاڵ و ئاودێری
A,مادییەکانی,ماددی,«ماددی»{NS}[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Clitic=Izafe},گەر کۆمەکە مادییەکانی دەوڵەتی زلهێزی ئەمریکا نەبووایە
A,ماف,ماف,«ماف»[NOUN],ئێستا ماف مافی خۆمانە کاکە گیان بۆ ئێوە شەڕی لەسەر دەکەن؟
A,مافخوازیی,مافخوازی,«مافخوازی»[NOUN]«ی»{Clitic=Izafe},نۆخلیدۆڤ هێندەی باسی هاوڕێیەیی گەرموگوڕ و شەرافەت و مافخوازیی سێلێنین کرد، فانارین هەناسەیەکی هەڵکێشا و گوتی:
A,مافەکانی,ماف,«ماف»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Clitic=Izafe},بە مافەکانی خۆیان بگەن
A,مافی,ماف,«ماف»[NOUN]«ی»{Person=3}{Number=Sing},مرۆڤ تەنیا مافی هەیە ئەوەندە ببات کە دەتوانێت بە کاری بهێنێت.
A,ماکۆ,ماکۆ,«ماکۆ»[PROPN]{NE=Location},لە ماکۆ بە شێوەیەکی بەربڵاو نەخۆشیی هاری پەرە دەستێنێت
A,مام,مام,«مام»[NOUN]{Title},جلی بۆ م. برایم ئەحمەد و مەلا مستەفای بارزانی و مام جەلال ئوتوو کردووە
A,مامۆستایەک,مامۆستا,«مامۆستا»[NOUN]«ێک»{Definite=Ind},لە مهاباد مامۆستایەک لە قوتابییەک دەدات و ڕەوانەی نەخۆشخانە دەکرێت
A,مانگی,مانگ,«مانگ»[NOUN]«ی»{Clitic=Izafe},بۆ چی هونەرمەندان تەنیا لە مانگی ڕەمەزاندا سروودی ئایینی دەڵێن؟
A,مانم,مان,«مان»[NOUN]«م»{Person=1}{Number=Sing},ماوەی شەش ڕۆژە لە خواردن مانم گرتووە
A,مانەوەی,مانەوە,«ما»[NOUN]«ن»«ەوە»{Masdar}{Source=Intr}«ی»{Clitic=Izafe},نێچیرڤان بارزانی لە بەڵگەنامەیەکی ویکیلیکسدا: مانەوەی کورد لە عێراق باشترە لە سەربەخۆیی بەبێ پشتیوانیی ئەمەریکا
A,ماوەیەک,ماوە,«ماوە»[NOUN]«ێک»{Definite=Ind},پاش ماوەیەک لە ڕێپێوانەکە پۆلیس هێرشی کردە سەر گەنجان
A,مایۆرکا,مایۆرکا,«مایۆرکا»[PROPN]{NE=Organ},ڕیاڵ مەدرید 0 - ڕیاڵ مایۆرکا 0.
A,متبوون,متبوون,«مت»[NOUN]{Masdar}{Compound}«بوو»«ن»,کە لە متبوون و ئۆقرەدا
A,مرۆڤانە,مرۆڤ,«مرۆڤ»[NOUN]«ان»{Number=Plur}«ە»{Clitic=DiscontinuousDem},ئەم مرۆڤانە بێ سنورن
A,مرۆڤی,مرۆڤ,«مرۆڤ»[NOUN]«ی»{Clitic=Izafe},ئێستا لە ئەڵمانیا نزیکەی 2.4 ملیۆن مرۆڤی پیر هەیە کە پێویستیان بە چاودێریکردنە
A,مرۆڤێکی,مرۆڤ,«مرۆڤ»[NOUN]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},مرۆڤێکی زۆر تێگەیشتووە.
A,مریشکێکی,مریشک,«مریشک»[NOUN]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},حەسەنی دەستی کرد بە نێو قەرتاڵەکەدا و مریشکێکی سەربڕاوی دەرهێنا
A,مستەفا,مستەفا,«مستەفا»[PROPN]{NE=Person},بەداخەوە کاکە مستەفا لە خوێندن بێبەش دەبێت
A,ململانێیەکی,ململانێ,«ململانێ»[NOUN]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},درامای دۆنگی ململانێیەکی بێ کۆتایی مرۆڤەکانە بۆ بەدەست هێنانی پلە و پایە و دەسەڵات
A,من,من,«من»{Number=Sing}{Person=1}[PRON]{PronType=Prs},هەرگیز ئەوەی ئەوان ویستیان من وا نەبووم
A,منداڵانی,منداڵ,«منداڵ»[NOUN]«ان»{Number=Plur}«ی»{Clitic=Izafe},منداڵانی بێباوک گۆشت و خۆراکیان بەسەردا بەش کرا
A,مەترسییەکانی,مەترسی,«مەترسی»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Clitic=Izafe},مەترسییەکانی گەشتی ئاسمانی زیادیان کردووە
A,مەجلیسی,مەجلیس,«مەجلیس»[NOUN]«ی»{Clitic=Izafe},ڕەخنەی لە بڕیارنامەی مەجلیسی ڕژێمی ئێران بۆ بەرەو سەربردنی ئەو سزایە بۆ تاوانکارانی ئینترنێتی، گرت.
A,مەحکووم,مەحکووم,«مەحکووم»[ADJ],کۆمەڵێک لە خوێندکارانی سەردەشت کۆمەڵکوژییەکەی شرناخیان مەحکووم کرد
A,مەراسیمی,مەراسیم,«مەراسیم»[NOUN]«ی»{Clitic=Izafe},مەراسیمی بەخاکسپاردنی کاوە گەرمیانی
A,مەرجی,مەرج,«مەرج»[NOUN]«ی»{Clitic=Izafe},هەل و مەرجی مافی مرۆڤ لە ڕاپۆرتی ساڵانەی ئەمریکادا
A,مەروان,مەروان,«مەروان»[PROPN]{NE=Person},مەروان گەڵاڵی گوتی، هەڵەکان بەئەنقسەت نەبووە و تەکنیکی بووە
A,مەریوان,مەریوان,«مەریوان»[PROPN]{NE=Person},ڕژێمەکەی ئەسەد لە لێواری هەرەسدا، مەریوان عومەر
A,مەزنی,مەزن,«مەزن»[ADJ]«ی»{Clitic=Izafe},دیداری سەرۆک وەزیرانی پاکستان لەگەڵ ڕێبەری مەزنی ئینقلابی ئیسلامی
A,مەکتەبی,مەکتەب,«مەکتەب»[NOUN]«ی»{Clitic=Izafe},مەکتەبی سیاسیی ی.ن.ک پشتیوانی لە بازرگانانی سلێمانی دەکات
A,مەکەرەوە,کردن,«مە»{Mood=Imp}{Polarity=Neg}«کە»[VERB]{Subcat=Tran}«ە»{Person[subj]=2}{Number[subj]=Sing}«ەوە»{Clitic=Ewe}{AdvType=Postverb},تاوێک بیر لە بۆن و پێرفیوم مەکەرەوە
A,مەڵبەندی,مەڵبەند,«مەڵبەند»[NOUN]«ی»{Clitic=Izafe},حەسەن بارام، جێگری مەڵبەندی گەرمیانی یەکێتی نیشتمانی کوردستان لە دووز - خورماتوو بە ئاوێنەنیوزی ڕاگەیاند.
A,مەهێڵە,هێشتن,«مە»{Mood=Imp}{Polarity=Neg}«هێڵ»[VERB]{Subcat=Tran}«ە»{Person[subj]=2}{Number[subj]=Sing},مەهێڵە جیاوازیمان ببێتە هۆی گرژبوونی دەروونی
A,مەودای,مەودا,«مەودا»[NOUN]«ی»{Clitic=Izafe},بەجیهانیبوون وەک تێزێکی سیاسی ئابوری توانی مەودای زۆر فراوانی پراکتیکی و بگرە فکریش ببڕێت
A,موساد,مۆساد,«مۆساد»{NS}[PROPN]{NE=Organ},لیستەکەی موساد!
A,موسڵمانبوونی,موسڵمانبوون,«موسڵمان»[NOUN]{Masdar}{Compound}«بوو»«ن»«ی»{Clitic=Izafe},سوڕەتی «التین» بووە هۆی موسڵمانبوونی تیمێکی لێکۆڵینەوەی ژاپۆنی
A,مۆبایلەوە,مۆبایل,«مۆبایل»[NOUN]«ەوە»{Clitic=Ewe}{AdpType=Circ},لە ڕێگای مۆبایلەوە دەکرێت کۆنترۆڵی کامێراکە بکەی.
A,مۆرینیۆ,مۆرینیۆ,«مۆرینیۆ»[PROPN]{NE=Person},وردەکاری کێشەی نێوان مۆرینیۆ و کریستیانۆ ئاشکرا بوو
A,مۆڵەت,مۆڵەت,«مۆڵەت»[NOUN],لیژنەی ئەمنی: لەمەودوا ڕێگە بە خۆپیشاندانی بێ مۆڵەت نادرێت
A,میداڵی,میدالیا,«میدالیا»{NS}[NOUN]«ی»{Clitic=Izafe},بەدەستهێنانی میداڵی زێڕی تۆرنمێنتی نێودەوڵەتیی چین لە لایەن بۆکسۆڕێکی کوردەوە
A,میسر,میسر,«میسر»[PROPN]{NE=Location},میسر: قوربانیی خۆپیشاندانەکان گەشتە 771 کەس
A,میکونوسی,میکۆنۆس,«میکۆنۆس»{NS}[NOUN]«ی»{Clitic=Izafe},لە ڕیستۆرانی میکونوسی شاری بێرلین لە وڵاتی ئاڵمان
A,میللەتی,میللەت,«میللەت»[NOUN]«ی»{Clitic=Izafe},سیاسەتی ڕەساسی و میللەتی ڕەش
A,مێژوویی,مێژوویی,«مێژوویی»[ADJ],مەلا بەختیار: یەکێتی ڕۆڵێکی مێژوویی گێڕاوە لە دیموکراتیزەکردنی عێراقدا
A,نا,نا,«نا»[PART],داوای لێبووردنیان لە پارتی و یەکێتی نا بەڵکوو داوای لێبووردنیان لە خەڵک و لە ڕای گشتی بکردایە
A,نابێ,بوون,«نا»{Tense=Pres}{Mood=Ind}{Polarity=Neg}«ب»[VERB]{Subcat=Intr}«ێت»{Person=3}{Number=Sing}{NS},بە خۆی گوت: «ئیتر مەترسییەک لە گۆڕێدا نییە. لە سەرمانا ڕەق نابێ.»
A,ناتوانێ,توانین,«نا»{Tense=Pres}{Mood=Ind}{Polarity=Neg}«توان»[VERB]{Subcat=Tran}«ێت»{Person[subj]=3}{Number[subj]=Sing}{NS},باوکت ناتوانێ لێرە بمێنێتەوە.
A,ناخۆشە,ناخۆش,«ناخۆش»[ADJ]«ە»{Copula}{Person=3}{Number=Sing},«داوای لێبوردن دەکەم، وەبیرهاتنەوەی ئەوانە حەتمەن بەلاتانەوە ناخۆشە، وا نییە؟»
A,نازانن,زانین,«نا»{Tense=Pres}{Mood=Ind}{Polarity=Neg}«زان»[VERB]{Subcat=Tran}«ن»{Person[subj]=3}{Number[subj]=Plur},هیچکام لە لایەنە پەیوەندیدارەکان لەمەڕ تەکمیل کردنی خۆیان بە بەرپرسیار نازانن.
A,ناڕازین,ناڕازی,«ناڕازی»[ADJ]«ن»{Copula}{Person=3}{Number=Plur},پەرلەمانتاران ناڕازین لە هەڵسوکەوتی سەرۆکی پەرلەمان
A,ناڕەزایییەکی,ناڕەزایی,«ناڕەزایی»[NOUN]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},دەنگۆی ناڕەزایییەکی زۆر لە ڕۆژنامە و گۆڤارەکاندا بڵاو بووەوە
A,ناڕەوایە,ناڕەوا,«ناڕەوا»[ADJ]«ە»{Copula}{Person=3}{Number=Sing},ناڕەوایە وەزارەتی نەوت، بەشە نەوتی کوردستان کەم بکاتەوە
A,ناڵێم,گوتن,«نا»{Tense=Pres}{Mood=Ind}{Polarity=Neg}«ڵێ»[VERB]{Subcat=Tran}«م»{Person[subj]=1}{Number[subj]=Sing},بەرهەمی تازە بڵاو ناکەمەوە، یان گۆرانی ناڵێم
A,نانسی,نانسی,«نانسی»[PROPN]{NE=Person},نانسی و کچەی ببینە
A,ناو,نێو,«نێو»{NS}[NOUN],لە ناو ئەو کەسانەی کە بە ناوی ئەو پیکهاتەیەوە قسە دەکەن
A,ناوچەی,ناوچە,«ناوچە»[NOUN]«ی»{Clitic=Izafe},دێنە ناوچەی سەعدیەوە
A,ناوخۆ,ناوخۆ,«ناوخۆ»[NOUN],ئەم سیاسییە لە کاتی گەرمبوونی دۆسیەی گەندەڵییەکانی ناوخۆ کابرایەکی توندە
A,ناونیشانی,ناونیشان,«ناونیشان»[NOUN]«ی»{Clitic=Izafe},هەواڵی پەیوەندیدار بە کاتی بڕین و ناونیشانی ئەو کەسانەیان یارانەیان لی دەبڕین ڕاناگەیەندرێ.
A,ناوەڕاست,ناوەڕاست,«ناوەڕاست»[NOUN],وتووێژەکانی ئاشتی ڕۆژهەڵاتی ناوەڕاست دووشەممە لە واشنتن دەست پێ دەکاتەوە
A,ناوەندەکانی,ناوەند,«ناوەند»[NOUN]«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Clitic=Izafe},بەپێی ئەو بانگەشانەی ناوەندەکانی ڕژێم ڕایانگەیاندووە دوو کەس لەوانە دانیشتوی ئەردەبێڵن
A,ناوەندی,ناوەند,«ناوەند»[NOUN]«ی»{Clitic=Izafe},ناوەندی هەواڵەکان
A,ناوی,ناو,«ناو»[NOUN]«ی»{Clitic=Izafe},بە ناوی خودای گەورە
A,نرخی,نرخ,«نرخ»[NOUN]«ی»{Clitic=Izafe},مان یوونایتد نرخی کرۆس دیاری دەکات
A,نزیکی,نزیک,«نزیک»[ADJ]«ی»{Clitic=Izafe},نزیکی 50 ساڵە کە FARC لەبەرامبەر بە دەوڵەتی کۆڵۆمبیا تێکۆشان دەکەن
A,نەبوو,بوون,«نە»{Polarity=Neg}«بوو»[VERB]{Subcat=Intr}{Tense=Past}{Mood=Ind}«Ø»{Person[subj]=3}{Number[subj]=Sing},سەردەشت ڕۆژنامەنوس نەبوو؟! سەعید عارف شەهید سەردەشت عوسمان
A,نەبینراوەکانی,بینین,«نە»{Polarity=Neg}«بینر»[ADJ]«ا»«وو»{PP}{Source=Pass}«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Clitic=Izafe},ڕەهەندە نهێنی و نەبینراوەکانی ژیان و مرۆڤە
A,نەتەوەیی,نەتەوەیی,«نەتەوەیی»[ADJ],کەجەکە؛ کۆنگرەی نەتەوەیی لەم قۆناغەدا گرنگە
A,نەجمەددین,نەجمەدین,«نەجمەدین»{NS}[PROPN]{NE=Person},د. نەجمەددین کەریم سەردانی پارێزگای سلێمانی کرد
A,نەخۆشی,نەخۆشی,«نەخۆشی»[NOUN],بەداخەوە مامۆستا لەدوای ماوەیێک ململانێ لەگەڵ نەخۆشی کۆچی دواییی کرد.
A,نەکراوەتەوە,کردن,«نە»{Polarity=Neg}«کر»[VERB]«ا»{Subcat=Intr}{Voice=Pass}«وو»{Tense=Pres}{Aspect=Perf}{Mood=Ind}«ە»{Person[subj]=3}{Number[subj]=Sing}«ەوە»{Clitic=Ewe}{AdvType=Postverb},هیچ زانیارییەک بڵاو نەکراوەتەوە.
A,نەکرد,کردن,«نە»{Polarity=Neg}«کرد»[VERB]{Subcat=Tran}{Tense=Past}{Mood=Ind}«Ø»{Person[abs]=3}{Number[abs]=Sing},نەیویستبێت کە هیچ ڕوونکردنەوەیک بدات، نکولی لە پەیوەندییەکانیش نەکرد.
A,نەکەوتووەتەوە,کەوتن,«نە»{Polarity=Neg}«کەوت»[VERB]{Subcat=Intr}«وو»{Tense=Pres}{Aspect=Perf}{Mood=Ind}«ە»{Person[subj]=3}{Number[subj]=Sing}«ەوە»{Clitic=Ewe}{AdvType=Postverb},بەڵام هیچ زیانی گیانی لێ نەکەوتۆتەوە.
A,نەمان,مان,«نە»{Polarity=Neg}«ما»[NOUN]«ن»{Masdar}{Source=Intr},بۆ چی ئەم ژینە لە تاڵاوی نەمان هەڵکێشین؟
A,نەماوە,مان,«نە»{Polarity=Neg}«ما»[VERB]{Subcat=Intr}«وو»{Tense=Pres}{Aspect=Perf}{Mood=Ind}«ە»{Person[subj]=3}{Number[subj]=Sing},هیچ لایەک ئینتیمای بۆ عێراق نەماوە
A,نەمتوانی,توانین,«نە»{Polarity=Neg}«م»{Person[erg]=1}{Number[erg]=Sing}«توانی»[VERB]{Subcat=Tran}{Tense=Past}{Mood=Ind}«Ø»{Person[abs]=3}{Number[abs]=Sing},لەبەر چەند هۆکارێکی تایبەتی نەمتوانی لەو مەراسیمە گەورە و پڕ شکۆیەی ئێوەدا بەشدار بم
A,نەهاتووم,هاتن,«نە»{Polarity=Neg}«هات»[VERB]{Subcat=Intr}«وو»{Tense=Pres}{Aspect=Perf}{Mood=Ind}«م»{Person[subj]=1}{Number[subj]=Sing},من لە خۆمەوە نەهاتووم لە زستانێکی پڕ کڕێوە و تۆفاندا
A,نەوەی,نەوە,«نەوە»[NOUN]«ی»{Clitic=Izafe},مەلا بەختیار: دانیشتن لەگەڵ نەوەی شەهیدان ئاسوودەمان دەکات
A,نەیارن,نەیار,«نەیار»[ADJ]«ن»{Copula}{Person=3}{Number=Plur},نەیارن لەگەڵ هەقدا
A,نەیتوانی,توانین,«نە»{Polarity=Neg}«ی»{Person[erg]=3}{Number[erg]=Sing}«توانی»[VERB]{Subcat=Tran}{Tense=Past}{Mood=Ind}«Ø»{Person[abs]=3}{Number[abs]=Sing},بۆیە نەیتوانی زیاتر درێژە بە یاریکردن بدات و هەر زوو بڕیاریی بەجێهێشتنیدا
A,نوێ,نوێ,«نوێ»[ADJ],پیلانێکی نوێ بۆ تیرۆرکردنی ئەیاد عەللاوی سەرۆکی لیستی ئەلعێراقییە ئاشکرا کرا
A,نوێنەران,نوێنەر,«نوێنەر»[NOUN]«ان»{Number=Plur},هەڵبژاردنی ئەنجومەنی هەمیشەیی نوێنەران کرا و هەڵبژاردنێکی سەرکەوتوو بوو
A,نوێنەرانی,نوێنەر,«نوێنەر»[NOUN]«ان»{Number=Plur}«ی»{Clitic=Izafe},بەبەشداری کورد ئەنجومەنی نوێنەرانی عێراق کۆ دەبێتەوە
A,نوێنەرایەتی,نوێنەرایەتی,«نوێنەرایەتی»[NOUN],بەشداری نوێنەرایەتی کومیتەی یۆتۆبۆری حدک لە ڕێ و ڕەسمی 26 ی ڕێبەندان ساڵڕۆژی دامەزرانی کۆمەڵە دا
A,نۆ,نۆ,«نۆ»[NUM]{NumType=Card},کورد نۆ ساڵی کرد بە قوربانی وەعد و پەیمانی شیعەی هاوپەیمانی
A,نۆژەنکردنەوەی,نۆژەنکردن,«نۆژەن»«کرد»[NOUN]«ن»«ەوە»{Masdar}{Compound}«ی»{Clitic=Izafe},نۆژەنکردنەوەی غەززە 5 میلیارد دۆلار و 15 ساڵ کاتی پێویستە
A,نۆڤامبری,نۆڤەمبەر,«نۆڤەمبەر»{NS}[PROPN]{NE=Date}«ی»{Clitic=Izafe},نۆڤامبری 1889
A,نیشتمانیی,نیشتمانی,«نیشتمانی»[ADJ]«ی»{Clitic=Izafe},هەواڵ و چالاکییەکانی یەکێتیی نیشتمانیی کوردستان
A,نیگارکێشی,نیگارکێشی,«نیگارکێشی»[NOUN],پێشانگایەکی ماکێت و نیگارکێشی لە زانینگەی پەیام نووری سنە بەڕێوەچوو
A,نیگاوە,نیگا,«نیگا»[NOUN]«ەوە»{Clitic=Ewe}{AdpType=Circ},ڕۆحم بە پشت شووشەی ڕوونی نیگاوە بوو بە جیوە
A,نین,هەبوون,[VERB]{Subcat=Intr}«نی»{Polarity=Neg}«ن»{Copula}{Person=3}{Number=Plur},ئەگەر نین بۆ لێمان دەترسن؟
A,نیوەی,نیوە,«نیوە»[NOUN]«ی»{Clitic=Izafe},ئافرەتان، نیوەی جیهان و نیوەی فەرمانڕەوایی
A,نییە,هەبوون,[VERB]{Subcat=Tran}«نی»{Polarity=Neg}«ە»{Tense=Pres},لەگەڵ جگەرەیەکی دیکە کە تاری زۆر بێت هیچ جیاوازییەکی نییە.
A,نێچیرڤان,نێچیرڤان,«نێچیرڤان»[PROPN]{NE=Person},بڕیارە ئێوارەی ئەمڕۆ نێچیرڤان بارزانی سەردانی مەکتەبی سیاسی یەکگرتووی ئیسلامی کوردستان بکات
A,نێودەوڵەتی,نێودەوڵەتی,«نێودەوڵەتی»[ADJ],چاودێری کوردۆساید لە گەڵ داواکاری گشتی دادگایی تاوانی نێودەوڵەتی کۆ دەبێتەوە
A,هات,هاتن,«هات»[VERB]{Subcat=Intr}{Tense=Past}{Mood=Ind}«Ø»{Person[subj]=3}{Number[subj]=Sing},ئەم لیستە لە شارێکی میترۆپۆلی گەورەی وەکو شاری میونشن پێک هات
